text,label
i loved my 7th and 8th grade math teacher his goal was to make the class love math he said he loved when people failed and he also only checked homework because the school system made him he did the best he was allowed to and this goes to show that you shouldnt blame the teachers you shouldnt blame the people who designed the school system around 150 years ago you should blame the people who keep the school system the same never changing it to suite modern needs more modern schools are near identical to ones over 150 years ago which were designed to mass produce factory workers let that sink in,positive
its true education is a neverending process i feel formal education doesnt teach you to learn from your failures but rather punish you,negative
as a 33 year veteran teacher i suggest that you talk to teachers about their working conditions the disrespect has infected the classrooms teachers are being verbally and physically attacked by students and even parents on a daily basis a lot of this stems from mental health issues yet nothing is ever done about it,negative
low wages harassment bullying karens lack of security respect paperwork working conditions pay safety updated and fact based books etc plus who the heck wants to worry about being murdered at their job not having security taken seriously by those in charge this will never happen at are school attitude,negative
its hardly surprising even in rich districts teachers are underpaid undervalued and overworked they are expected to take on more responsibilities every year with fewer and fewer resources all while administrators ignore their pleas and parents treat them like overqualified babysitters my wife quit teaching several years ago she was working 67 days a week and spending hundreds of dollars a month on supplies just to keep her classroom running and the school gave her absolutely no support with unruly students,negative
respect for teachers is not just about the salary although an increase in salary is sorely needed teacher pay has always been lower than other professions with the same education and experience its also about respect for the profession student behavior in my view can be linked to the disrespect for teachers theyre seeing parents administrators and politicians demonstrate hiring a person trained as a soldier to teach is very disrespectful to the profession as a teacher i dont feel qualified to do the job of a soldier i respect the profession too much the anybody can teach attitude is not only insulting its ignorant,negative
who wants to get shot in the classroom while trying to protect these disrespectful students who cuss you out on a daily basis,negative
i was raised in a teaching family when the profession was respected and teacher strikes unheard of fast forward to a major university where teaching majors walk away from the profession after their first classroom experiences why would any sane person want to be in a job when they are disrespected or not trusted so much,negative
when parents start teaching basic morals respect and integrity youll see more teachers wanting to be in the same classroom until such time i doubt well see a rise with educators,neutral
a lot of comments virtually no one citing the elephant in the room systemic racist school funding based upon property taxes other countries insist that every school district be funded the same these countries are consistently rated at the top in worldwide education surveys and results btw these countries also fully fund health care and mental health too,neutral
decades of we need to cut the education budget created an environment where supplies are now being provided at cost to the teachers larger classes low respect with more flak being thrown their way this year due to bs rhetoric denigration from political grand standers and then pile on top this push for parents wanting to directly interfere in the teachers professional conduct you have caused the great resignation of teachers own up to it and fix your funding priorities,negative
so it turns out that if you underpay and undervalue teachers nobody wants to be a teacher huh go figure,negative
bernie thank you for giving the proper voice to this critical issue biden threw a bone much more help for regular people is needed systemic change is needed in the educational debt industry,positive
because a healthy and educated country is a strong country thank you senator sanders for all you do,positive
the cost of education in this country is crazy if we want to have an educated workforce we need more affordable education,negative
here we are in the 20th century in the usa and education is a luxury something is very wrong with this picture thank you bernie for your deft combination of common sense and wisdom,negative
stop funding wars and start funding education and health care its taxpayer money let we the people vote on how to spend it,negative
i’m 67 years old and have lived my entire life in mississippi 43 is a huge win in that every time i have observed state rankings regarding quality of life issues we are nearly always 50 the reason we have come up in the rankings is that my daughter is a teacher in the mississippi public school system and she raised mississippi’s ranking seven points by herself i am very proud,positive
number 5 is not too shabby but near dc more resources are given to novanorthern va while in rural counties and sova southern va teachers sometimes use their own money to buy school supplies still when my daughter was in highschool sova they sent educators from different states to see how we did so much with so little respect for our teachers,neutral
as someone whos from md and lives in pa pennsylvania came higher than i expected and maryland was lower baltimore probably dragged maryland down but pa is a surprise thats because pennsylvania schools are funded through a system called school taxes where each of the 500 school districts spread across 67 counties levy their own property taxes to fund their schools thats why someone living next door to you can be paying twice as much in taxes to go to a school half as good this system has been known to disproportionately affect rural and urban school districts and tip in favor of school districts in suburban communities or those in the poconos where they have resorts that people own condos at,negative
ok here we go 50 arizona 49 louisiana 48 alaska 47 new mexico 46 nevada 45 oklahoma 44 california 43 alabama 42 west virginia 41 mississippi 40 south carolina 39 idaho 38 montana 37 hawaii 36 michigan 35 north carolina 34 oregon 33 georgia 32 arkansas 31 tennessee 30 florida 29 south dakota 28 indiana 27 north dakota 26 texas 25 utah 24 wyoming 23 washington 22 colorado 21 ohio 20 kansas 19 kentucky 18 missouri 17 illinois 16 maine 15 iowa 14 nebraska 13 wisconsin 12 rhode island 11 pennsylvania 10 minnesota 9 delaware 8 maryland 7 vermont 6 new hampshire 5 virginia 4 new york 3 connecticut 2 new jersey 1 massachusetts,neutral
just moved my family from ny to va and although ny is one level higher in education what we gained as a family with piece of mind among everything else is priceless great  video briggs,positive
according to wallethub the best state in the country for “quality of education” is massachusetts followed by california according to research released january 21 2019 by wallethub the study was part of wallethub’s annual ranking of the “most least educated states in america” this year’s ranking combined two categories — educational attainment and quality of education — broken down by 20 “relevant metrics” massachusetts placed first in both categories followed by california while the educational attainment category is based solely on the percentage of residents with high school associates undergraduate and graduate diplomas quality of education includes 16 metrics ranging from quality of public high schools to quality of public universities to educational attainment based on gender and race within that category california follows massachusetts rounding out the top five for quality of education are florida maryland and vermont respectively,positive
i grew up in mass and the schools were excellent that said my kids go to school in los angeles and there are some great public schools here my daughter went to a french immersion public school in glendale ca i felt like she got a pretty amazing and unique education,positive
the closest i got to college was watching the professor on gilligans island that must put me a few points ahead,positive
im from ca and i find this super surprising while overall our stats suck when you look at the exceptions the smart kids here astound me at dimanomd bar i knew this kid who was talking calc 1 as a sophmore in high school i also met this taiwanese girl who was taking data structures and algorithms at 16 and recently got into uc berkeley i think while overall our stays suck our top scholars here can top other scholars after all the uc system has some of the most prestigious universities according to us news,positive
would have been nice to see what per student funding was per state as well see which states are getting a return for their dollar or correlation between and funding and results,neutral
nothings wrong with going to college its the fact that we are traditionally taught that we all need to go to college to be successful when in fact college isnt for everyone and especially isn’t the only way to succeed in life same people that tell you to go to college are paying debt still from it how the rich stay rich and poor stay poor,negative
exactly as a member of genx a lot of us are still paying off our loans but yet are gonna send our kids to do the same thing 20 years later i think not i say this as a person with a bachelors and masters degree i encourage young people to get as much education for free or as cheaply as they can the important thing is output if you produce good work academic or otherwise youll always be in demand with the internet people are able to start all sorts of income producing ventures without high overhead you can become a software programmer using tutorials online and make plenty of money you can learn a trade with only two years of study via community college if youve got the mind to start your own company afterwards then get a business degree when youre able to pay as you go you can learn digital marketing without a degree,positive
my son is a senior in high school this year he says he might choose community college but doesnt want a 4 year university trade school is fine too i think he just doesnt know what he wants to do with his life yet and thats okay i went to college and spent 12 years paying it off just to decide later that social work was not for me i dont understand why kids have to rush into a lifelong career when they havent even had the opportunity to live life yet i want my child to explore different career paths before he chooses one im in no rush to kick him out all i ask is that he works or goes to school i dont want him to be out on his own until he has money saved in the bank and a stable job i want him to know how to budget and manage his finances properly i dont want him to struggle living paycheck to paycheck trying to make ends meet he can go to college anytime if he chooses to do so theres no age limit,negative
as a millenial i cant help feeling like we were the experiemental group with university somehow how much could colleges charge and get away with how far can they upsell this idea of helping people get better jobs by going in debt for the rest of their lives its ridiculous that celebrating paying off student loans is even a thing in the first place now that the next gen has seen the effects they are only taking logical next steps to ensure their own security universities is just way too expensiveon top of that theres cost of housing and food and transportation if it were more affordable i truly believe more kids absolutely would go but if someone in that position asked me for advice i would always advise them to at least complete community college and 2 year degrees or certification programs at the very least in a practical field many include internships that have great potential to lead to decent jobs,negative
i find this so awesome i hope these colleges are forced to significantly drop their prices they sucked american students dry crippled an entire generation of millennials from being homeowners and ever building financial security now its finally coming to a head and its long overdue i hope students find great jobs and stay out of debt,positive
i started my career in the food industry as a shelf stocker at a grocery store then was promoted to merchandiser then to a buyer a vendor later asked me to join them doing sales fast forward to today i’m 36 still doing sales but now in the seafood industry and make about 150k gross annually not bad for someone that didn’t go to college find what you’re good at and work hard at it college isn’t for everyone,positive
this was inevitable university tuition kept skyrocketing over the past 20 years tuition has greatly outpaced both inflation and incomes for collegeaged students the entire millennial generation became de facto indentured servants from their college debt basically financial slaves to their debt education can be very useful for employment goals but there are limits and we are approaching that limit from a cost to value perspective generation z is not stupid and they are declining to voluntarily set themselves up for a lifetime of paying back student debt trust me gen z you do not want to find yourself in that situation it will steal years if not decades from your life and you will never get that time back also most skills of the high demand and lucrative software engineering tech jobs are not taught in college but rather can be learned just as easily by anyone with a cheap internet connection and sufficient motovationfocus its common for software developers to earn 6 figure salaries with no college at all companies do not care where you went to school or even of you went they only care if you have the skills that can help solve their business problems how you go about acquiring those skills is totally irrelevant the company doesnt care if you learned to program java at college or on your own its high time that universities start to feel the sting to their annual profits as more 17 and 18 year olds wake up and push back on the cost of attending college,neutral
they are smart to opt out ive been going to school my entire life im 48 and enjoy learning there is no difference between high school and community colleges there is also no guarantee you will find work with a degree just because you have a degree doesnt mean your work is good professors will rarely tell you if your portfolio is good because they dont care the institution they work for already have their money technical colleges used to be different but they too are falling into the hands of ceo executives who think they know how to run a college colleges also dont let teachers teach the price of education is not worth it you get a better education from the university of youtube which most teachers use to teach,neutral
when education becomes a business instead of a right this is what happens,negative
well lets consider this most nations give free college to their citizens here in the us however we charge them to attend colleges that would make our nation more educated and more adept at highskilled jobs its almost like we want our population to suffer while we are going threw an economic crisis but hey lets ignore that completely right,negative
instead of being mad cause people only know this song because of gta you should be glad todays games show great music to the new generations,positive
love the lyric “believe it or not there’s life after high school” and daryl’s expression while singing it ,positive
my son was playing gtai was like you listen to hall and oates worlds collided that day,positive
thank gta for putting some classics on the radio hits different when your cruising down the highway and this comes on,positive
if you dont like hall and oates then you probably dont like music,negative
when this was released in 85 i was in high school and i loved it im here in 2019 still loving it just as much oh how i wish we could go back to the 80s best time ever,positive
daryl hallwhat a voice,positive
just another underrated ho song that absolutely kicks ass,positive
believe it or not theres life after high school ,positive
absolute tune the ending is great feels like it needs another 30 seconds of that guitar riffing to be honest,positive
if you allow young people to be inquisitive creative and selfreliant they will educate themselves throughout their adult lives childhood should be seen as a sacred phase of development and education as a means of the individual to empower themselves as and when they choose to not a punishment to be inflicted upon the unwilling until they are ready to enter the ranks of workers bureaucrats and managers,neutral
is no one gonna point out that russells a way better moderator than 99 of journalists and academics that interview him nowadays,neutral
russel brand did a really good job here he made the interview light and enjoyable and at the same time probed yuval to go deeper into his ideas than ive seen him go in other interviews,positive
it seems to me that the purpose of life is to contribute to society and do good things and the purpose of education is to learn how to interpret and understand the world students need to learn the language of the world they need a good solid understanding of the basics then they can adapt to anything and be better prepared to contribute,positive
oh how i love russell brand listen to him praise the students for the quality of their questions he is such a great example of raising each other up,positive
you know philosophers are very very patent peoplethey can argue for thousands of years about some ethical dilemma without resolution,neutral
to become a selfguided learner start with platos dialogues on education how do you know what you need to know until after youve learned it how can you tell what is true these were considered crucial questions then that needed urgent answers,neutral
thanks for this its so relevant and i heard some excellent questions and i liked the way they were answered and how sometimes brand translated or summed up hararis answers it made things even more clear and focussed than the talks and interviews i had watched and read in the past little while the audience was fabulous and asked the best questions ever,positive
great discussion thank you yuval said early in his talk that we should look to our governments to ensure that the youth of today receive the kind of education they need to survive in the future i would suggest that national politicians are likely to be the future useless people my government in africa has done nothing to help the people all it has done is line the pockets of the politicians education is already being reengineered today by the private sector udacity coursera come to mind there are huge changes taking place through these and other similar organisations and their association with universities around the world so the future of the youth of today depends on them thomas friedman in his book thank you for being late suggests that the previous digital divide between the educated and the lesser educated has gone and the new divide is the motivational divide the youth of today need to be intrinsically motivated and overcome the natural laziness that yuval tells us about and learn and keep learning what they need to know is what to learn then learn it with the help of the internet organisations like udacity khan academy coursera and coaches and mentors teachers in the world of yesterday schools also need to embrace these changes,neutral
coming to this in 2020 isolated and away from my kids thousands of km awaymy son chose to read theology i had read law politics and economics and retain a keen interest in these areas i had discouraged his choice and questioned it i was probably wrong,negative
india is a country of a billion people but if anyone ever says that stuff again ask them what is the addressable market for their product and watch the fun ill bet my money 99 of these so called entrepreneurs dont know how big their market actually is thats why they can never convert their company into conglomerates,negative
ive started company twice once when in college and again internationally i noticed that india largely emulates the us way of doing things in reality we should follow the uk model that means unit economics first and market dominance next and not vice versa,neutral
really value of an iit or iim is not in their curriculum its in the students who get into these institutions after beating lakhs of people,neutral
i dont know why people dont watch interviews they are as insightful if not more,negative
2 hét alatt 3 videó rolix ujra velünk,neutral
gratulálok rolix nagyon szeretem hogy minden részben csinálsz valami érdekeset és ezzel leszel egyre jobb és jobb,positive
i’m proud to be the big dog warden,positive
first of all silvers videos are just getting better and better what a guy second tarpor is one of the best leaders weve seen in a civ event absolutely incredible video filled with so much emotion and such a phenomenal plot,positive
i had a hunch that the survivors would win even with their low quality gear i knew because they had spirit determination and unity thats what makes an army strong,positive
the antiscientists taking advantage of silvers joke to decieve the others was genius,neutral
love how the anticure scientists just gaslit their way into the survivors’ side i feel like we didn’t really get to see how much the mutant zombies pestered the teams though i suppose that might just mean there weren’t really any notable events aside from what was shown guess their fellow man was enough of an enemy already,neutral
i like how the scientists were the ones who doesn’t believe in antidotes that’s like air plane pilots being flat earthers,neutral
i love how realistic and interactive your challenge videos are its like survivor lol really love it looking forward to more in the future wish i could join the servers tho,positive
i d e a for new civilization experiment nations are split on the big continent and a small lake isle in the center of continent the nations are plains boost to farming and gathering resources get more of them they have additional heart in ther region but they have 1 heart in other regions so making a nation to defend rather then attack structures castle and village next to it jungle jump higher and get much lower fall damage can build special sorts of bases i guess but 1 heart overall structures aztec temple and village on trees desert loses less hunger bars over time other nations in their region lose 1 heart but the desert people lose 1 heart in other regions like the plains structures a pyramid and a trading post swamp their potions are more effective and lasting they dont need to kill blazes to make potions but they have 1 heart in their region structures giant witch hut islanders live on their own island faster swimming on boats and themselves better fishing efficiency but the isle is little and not much land is fertile that makes them invade others structures seaport dock and coastal village snow it is very cold there and people are brutal they are 2 heart s in the beginning but for every kill they get 1 heart that makes them an aggressive unstable society but they can eat only meat because they probably have never seen vegetables structures igloo village plus viking fort mountains quick diggers 15x speed structures forgotten mine dvarvish fortress the situation of the regions snow mountains plains islanders swamp jungle desert,neutral
this event was absolutely wild ,positive
yo tarpor really has showed himself as a very charismatic smart and strong leader paying tribute to him three scientists and all the other survivors remained and been killed for making this way through,positive
the coolest thing surely was the diamond craftee mecha armor,positive
lets just appreciate how they always manage to put a smile on our faces whenever we feel negative,positive
3425 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
5237 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
craftee can you make new videos like everything you touch turns to rainbows,positive
3435 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
you know you like craftees videos when you like the video before it starts playing ,positive
2754 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
craftee you are a great content creator you should continue to create these masterpieces,positive
give me 25 cents every time he says now and ill be a millionaire,positive
i will make whatever result i will get starts making anything he likes,neutral
great vid bro keep up the great content,positive
i love watching your youtube channel its always fun to watch,positive
great vid bro keep up the great content,positive
give me 25 cents every time he says now and ill be a millionaire,positive
for the first glitch there is an easier way put any leaves on jungle leaves and then just look through the top leaves,neutral
a more effective way for villagers to return at night is an automatic bell alarm using night sensors with linked with a timer that rings thrice it kinds of really reminds me of a clock that has curfew regulations,neutral
there has to be a factory that generates these ideas consistent uploads each with completely different topics woah ,neutral
that glass panebeacon thing was neat i liked that though i find beacon beams kind of unsightly in general i kind of wish you could have the boosted effect without the beam i know vanilla tweaks has a resource to have them be invisible to me but that doesnt mean everyone isnt seeming my base just surrounded in beams maybe they could make tinted glass function as a beam nullifier while still maintaining effects thatd be nice,positive
ive been using the door trick for years had a base entrance that used it once only problem is since they added crawling if you dont time it right you get sandwiched under the top block of the door,negative
343 well its actually smart to carry around doors in case you want to mine underwater and you dont have respiration and aqua affinity on your helmet,neutral
this was an incredible video i didnt know about glass instead of dead coral fan or mud for sugar cane thank you so much,positive
idk why people dont place the glass in sugar cane farms above the water it prevents items from falling there and it can save a few hoppers,neutral
i started using mud for sugar cane purely for aesthetics didnt realize it had other uses for sugar cane farms,positive
this man is a genius he never runs out of ideas lol,positive
do you hate bad mother,negative
i’m honestly impressed by the time and effort you put into these videos keep it up,positive
5855 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
the mother of that girl had no compassion for her she grabbed her so that the other would kiss her forcibly,negative
so great edit this videos never dissapoints thats what i love to see ,positive
remember my namemy hard workone day l will rise,positive
hello lor minecraft animation remember when i ask u words doesn’t make sense it does know what an incredible writer and u videos are nice and predictable next video lor make a video of any but put like this for a example monster schoolbaby zombie try’s to espace with a weapon sad story minecraft animation like that,positive
bad mother herobrine,negative
i dont understand why the mother loves the son than the daughter,negative
hey man do you have any tips to avoid silly errors i get errors just due to carelessness or not reading the passage thoroughly do you have any tips for that,negative
quick question i got a 1380 on a previous official sat i made some stupid math mistakes but killed the english section for the most part can i still clutch up and get that 1400 through a bunch of studying or is that a strechthis is my first sat btw,negative
tomorrows my sat exam and trust me this was the best video that i have seen so far for the reading section thank you anna,positive
you literally just made a super hard test seem like a fifth grade spelling test thank you,positive
that tip on twopart questions is probably the best sat tip ive ever gotten thanks,positive
notes all the information you’ll need will be on the test whether it’s in the passage or the little introduction brief before reading the passage skim the questions to see if there’re any summarytheme questions and take note of the vocab words remember to read the titlelittle introduction for vocab questions read the whole sentence plus maybe the sentences before and after for context then substitute in each answer know what certain terms are 704 for twopart questions look at the second part and highlight all the quotes in the passage then read the first question only the question and try to see which quote answers every part of the question compare the quote to the first question’s answers for the literature passage try to be engagedto have fun read challenging books beforehand for the debate passages read the first passage and answer all the passage1specific questions while it’s still fresh in your mind repeat for passage 2 especially for the sciencebased passages don’t infer anything use the passagegraphs to back up each answer,neutral
the sat reading section was like torture to me i would get 20 questions wrong all the time but with alot of hard work and dedication i ended up getting a 690 on it you can do this guys,negative
super helpful i’m not exaggerating if i said this one of the most valuable videos about sat on youtube thanks a lot wish me luck for december’s sat,positive
u seem rly genuine and u dont give off the vibes that u just made this video to boast so thank u for that,positive
im an sat tutor and this taught me a few excellent tips ive never seen or thought ofespecially those intimidating 2 questionevidence ones impressive thx,positive
this helped me get a 770 on reading bringing my superscore to 1570 thanks,positive
there are 2 types of 1600 scorers those who tried really hard in prep do really well in school and then share people their tips and how they did it and the kid who is just really smart and did not prep and has no clue how to help people because they just chose the right answer,neutral
check out my free satact workshop below is the link,neutral
doesnt seem too bad until you have to do it by yourself haha,neutral
this is the most helpful walkthrough everybody else just talks fast lol,positive
ive actually taken this exact practice test so this walkthrough really showed me what i did wrong and explained some concepts i realize i didnt understand completely i found it very helpful thank you so much,positive
wow tomorrow is my test and i have been studying all summer this video was more helpful than all my summer studying combined i took a sat prep course at my school also i mean it thank you,positive
i love that you’re going fast and at an accurate speed for the real exam love your techniques so much thank you please keep these coming,positive
here in india even 7th class exam comes harder than this,negative
straight forward with no bs thank you this is so much better than any professional help,positive
ive been studying on khan academy for a couple of weeks now using their sat practice problems watching you do this has helped me so much more than that has thus far thanks,positive
ive taken the sat 3 times the most frustrating part about the sat is that unless youre at an advanced level in math or above the normal level for your grade theres a high chance you wont understand or even recognize over 50 of the material and questions the first time i took it i barely understood a lot of the math on it because i wasnt even completely through algebra 2 long story short i hate standardized testing and i feel as though a lot of kids are set up for failure tt im lucky i got to take it multiple times this year since i understand most of the math now,negative
im going to take the test in five days and i just found out this video  thanks for sharing,positive
hi could you please recommend which type of calculator should we use for the sat,neutral
my test is in a week guess ill just have to binge some of these this weekend,neutral
hey thank you so much for your help do you have any tips for sophomores taking the psat for the first time i greatly appreciate it,positive
you are unique bro thanks a lot for your time and effort,positive
i watched this video and somehow raised my score from 1430 sept 26 sat to 1500 oct 3 sat in 1 week wow thank you so much,positive
i wanted at least a 1300 that was my goal my minimum i got an 1170 now i’m retaking it senior year but i’m completely dejected i have a couple weeks left i’m really trying to understand things better people are counting on me,negative
this is so helpful i’m also trying to raise my original score around 300 points to get in the 1500s range and seeing that you were able too helps me see that it’s possible,positive
let me tell you my story first time i took my psat when i was in freshmen year and i got a 560  i took it again in sophomore year and i got 940 i took the psat again in junior year and i got 1200 i’ve been self studying past 5 months and i think i can get 1400,positive
how long did overall raising your score by 200 points take you how many hours did you spend per week any tips on how to balance school extracurriculars and studying for the sat,neutral
my tip if you know you’re taking the act study for that first the timing of the act is much faster so if you study hard and get used to it the sat will seem like a piece of cake at least that’s how it was for me,positive
honestly for me at least knowing that there will be another opportunity really relieved my test anxiety and i ended up with a much better score than i predicted,positive
that’s so funny… we got the exact same first two sat scores 1190 and 1360 hoping that’s a good sign and through hard work and dedication there will be a 1510 in my future,positive
i took it at the end of my sophomore year and got a 1310 just took it again 2 months into junior year and got a 1400 my superscore is a 1440 combining my 2 tests hoping this video helps me reach the 1500 i want by the end of my junior year,positive
thank you so much i’m currently studying for the sat as well and i really recommend the college panda books including erika meltzer’s critical reading for the reading section,positive
0137 ratios rate and proportions 0312 units 0550 percents 0808 linear equation word problems 0916 graphing linear equations 1052 interpreting linear functions 1342 solving linear equations and linear inequalities 1448 systems of linear inequalities word problems 1638 solving systems of linear equations 1830 linear inequality word problems 2030 systems of linear equations word problems 2256 solving quadratic equations 2420 key features of graphs,neutral
totally not trying to cram everything in one night good luck on everyone else who’s taking it tomorrow small update the test wasn’t so bad i think overall it’s the stress we put on ourselves just be sure to read everything carefully and not to second guess too much if a question is hard skip it and come back later get the points you know you for certain understand and can get and then the rest,positive
god bless this man im a college drop out whos trying his best to go back to school and get his education degree but never took the sat while i was in high school 21 btw hoping i can pull thru and prove myself as a capable individual,positive
i have my sat next week and i think this was the most useful 26 minutes of my entire quarantine thank you,positive
this gives me so much more confidence i love the way you easily break it down in a way and quickly explain it all really needed this,positive
i wish i wouldve looked for this video a lot sooner the sat is tomorrow for me,negative
i took mine in march and i’m not happy with my score so i’m retaking in in 2 weeks june this video has been an amazing help just finished the first one and about to move on to the next one great video and fantastic explanation,positive
you did a great job sat math is not easy i wish it was easier for students to beat it good luck guys,positive
you know i am always extremely stressed out during the sat so my mind gets cluttered because im thinking of all the things it could be asking but the fact that this is all just summarized so well honestly helps me out big time for my sat happening next year thank you for the help d,positive
i was stuck at 500s for past 2 months and after watching your and johns videosobviously with some practiceim in 600s that too literally in a weekjazak allah khair huzaifa,neutral
time stamps exponents 128 absolute value 546 fractions 638 factoring 105 difference of perfect squaresperfect squares 1547 solving equations with fractions of x 1907 function 2126 composite functions 2414 solving multiple choice problems 2533 word to equation problems 15038 averages 15325 consecutive integer 15428 types of integerwholenatural numbers 15523 inclusiveexclusive 15628 drt 15755 solving more multiple choice problems 15900 longer 6 hour version of sat math review 20805 continuing multiple choice problems 20829,neutral
dear last minute sat prep gang breathe this test doesnt define you youll do great stop scrolling through the comments get back to working you can do this have the mental breakdown later and make a meme out of it youll be fine,positive
when youre watching this as a refresher but realize you know nothing,negative
hey guys i am going to share my timeline with you day 1 3840 day 2 10857 day 3 14009 day 4 20802 day 5 i finished it,positive
updating this as i go along for anyone who needs it 131 basic exponent rules 549 absolute value 638 basic fractions 1008 trinomial w leading coefficient of 1 factoring 1243 trinomial wleading coefficient of not one factoring 1554 difference of perfect squares 1718 other special factoring cases 1912 solving equations with fractions 2130 functions fx 2432 composite functions fgx 2550 algebra portion multiple choice practice problems 15040 converting sentence into equation 15330 average of a 15430 consecutive integers 15756 drt update got a 1360 on my sat first time taking it i’m also only a sophomore so thank you for this review updated update took it again and got a 1410 still not exactly where i want to be so i may be taking it one last time just so see if i can do better,neutral
to everyone watching this video it works all math that you will see on the exam is reviewed in this video my score went up 150 points after watching this video im taking the sat this saturday to shoot for the 1500s but i just wanted to say that this is an amazing video and it really is comprehensive good use of your time to watch this 2 days before your test date and do at least one practice test,positive
just here trying to learn 3 years of math into my head in a weekend before the test on tuesday april 13 2021 we all in the same struggle good luck to who ever reading this on your sat,negative
graduated 24 years ago when a sat or act was not required now im looking at going to college and have to take the sat or act after 24 years thank you it helps to find a crash course still very nervous but this helps,positive
you did a great job explaining nothing is easy on math sat a question could be 5 sentences long and your heart just drops anyone who takes sat is a hero press on guys,positive
to each and every one of you struggling about your sat i hope you all get a good scores,positive
want to read these tips instead of watchcheck out the blog for this video aiming for 750 on readingcheck out supertutortvcomsuperseminar for our 2hr pop up class w brooke learn fast with brooke 2 hour live sat crash course work on your common app essaypersonal statements w brooke  save 10 off our group essay class when you use code essay10 no price adjustments on previous purchases offer ends august 27 2022 1159 pm pacific time sale only valid on essay course,neutral
rensselaer polytechnic is such a gem of a school its a shame it wasnt even mentioned on this list after graduating my oldest went to microsoft and my second went to amazon both for software engineers my third has his foot in the door for jnj for chem eng they were average kids that got an incredible education as proven by their technical interviews i think you really need to mention rpi in more of your videos 3,positive
i’ve been watching since freshmen year heading into my senior year now i self studied with many tips from here and got a 1500 today thank you,positive
thanks for sharing i am really glad you put this video in the context of what schools the student is looking to apply to since sat scores are all relative since i score a 1500 it blows my mind to think about being in the top 99 i think the part about scores being inflated because schools dont have to report bad test scores since students arent submitting bad tests scores makes sense however i do tell my students that submitting scores is beneficial to them if they can because the us world news report requires a school to report at least 50 of its students scores in order for them to remain competitive in the rankings thus more elite schools will take more students with scores than without to maintain their coveted spots,positive
hi brooke ive been watching your videos for a while and was able to score a 1560 as a junior my subscores are both 780 which is causing me a dilemma because i want to go into engineeringcs my total score is at the 75th percentile or higher for almost every school im applying to but my math is at the lower end for my intended major some places should i retake to get a 790 or 800 or will it not make much difference,neutral
hey brooke would a 1520 superscored sat made from a 1490 780m 710e and a 1450 710m 740e be looked down upon by schools that have 1520 right at the bottom of the middle 50 would raw 1520 be a considerable improvement,neutral
hi i´m an international student do you think i have to take sat and submit my test scores how important is that for a class of 2028 especially if i want to get into a good university,neutral
hi brooke great video as always quick question do you think the sat will serve of any relevance for students of the class of 2027 and beyond regards,positive
what if you have a big divide my daughter has a math score under 600 but a verbal score over 700 for a 1320 she also has an unweighted 40 in ap and ib courses 5s on both ap tests she took so far and a 7 on her first ib test,neutral
whats the reasoning behind not going test optional if you score in the 25th percentile wouldnt it make more sense to submit only if youre in the median score range,neutral
stay tuned for part 2 math section essay section soon subscribe so you dont miss our latest videos,positive
1 skim through the questions 2 actually read the passage carefully once 3 first kind of question main theme save for last second kind vocab seeing the words that you do know and use the process of elimination third kind paired questions pair the choices from the questions 4 remember that these types questions are meant to have a single answer 5 underline main subject and main verb 6 semicolons and periods are generally interchangeable and colon sometimes too 7 read through the whole paragraph before they ask you to change the structure of the paragraph,neutral
i’m actually kinda nervous cause i’m taking my sat tomorrow and did no studying whatsoever watching this give me some confidence thx,negative
not me watching this 8 hours before i take the test,negative
i got a 1420 with little preparation everyone here will be fine even if you don’t get the score you want life goes on,positive
135 read questions first 155 read the passage carefully 246 save the main theme questions for last 323 ask myself if the word i do know could be the answer 416 take advantages of the pairs 543 choose the best answer theres only one,neutral
i received a score of 1270 though it’s only a part of what the colleges are looking for in my case my high school grades steadily improved throughout the 4 years with my junior year ending in around 38 gpa and 40 gpa for my senior year i was accepted into 3 uc schools pennstate and a guaranteed transfer to boston university,positive
